IncidentDate,Time,MGRS,Latitude,Longitude,Admin0,Admin1,Admin2,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,ConflictOrCrimeOriented,Notes
2024-03-12,,36PXQ7492511714,8.2449,34.5881,Gambella,Gambella,Gambella,Yes,,Yes,Armed Clash,UAG,Bar,Explosive/Remote Violence,"Clashes and tensions have been observed in chercher and Bala woredas of raya, situated between Alamata and Mehoni, the contested areas between Amhara and Tigray Regions. The altercation, involving Amhara militia and TPLF forces, initiated on Wednesday with sporadic gunfire exchanges. The conflict, however, was short-lived, due to prompt intervention by government security forces in mediating and restoring peace.",0,Unknown,No,No,,crime/conflict oriented,
2024-03-11,,37PCN1613893052,11.6921,37.3131,Amhara,Bahirdar,Zege,No,,Yes,Armed Clash,UAG,Amhara FM transmition,Crime,"Ethiopian human right commision reported over 50 people were reportedly killed in Merawi city, Amhara region, following clashes between the military and Fano militants. The Ethiopian Human Rights Commission is investigating the incident, which included attacks on civilians.",0,0,No,No,,conflict oriented,
2024-03-01,,37PCN2773283429,11.6057,37.42,Amhara,West Gojjam,Bahirdar,No,,Yes,Armed Clash,FANO & ENDF,,Crime,"VOA Amharic reported former Tigray combatants held a protest in Mekelle city, expressing dissatisfaction with their leadership's response and the lack of adequate medical support. Protesters criticized the Tigray People's Liberation Front and the interim Tigray administration for not addressing their concerns, despite over two months of discussions.",0,0,No,No,local sources,conflict oriented,
2024-02-28,,37PEQ8107577223,13.3614,39.7487,Afar,Zone 2,Abala,No,,No,Protest,Residents,Demanding drinking water,Demonstration,"January 31st Borkena Media, and other medias reported that heavy fighting reported in Merawi (China camp) between FANO and ENDF forces. reportedly a significant incident in Merawi, following a military operation. There were reports of casualties among civilians.",0,0,No,No,,conflict oriented,
2024-02-21,,37PEP3057883445,12.5143,39.2814,Amhara/Tigray,Raya Alamata,Chercher/Bala,No,,Yes,Armed Clash,Amhara militia & TPLF militia,,Crime,"As of early morning today, fighting has been reported in the outskirts of Ejaji town located in the West Shewa Zone of the Oromia Region. This conflict, involving government security forces and the Oromo Liberation Army (OLA), has led to the closure of the main road connecting Addis Ababa to Nekemte, resulting in temporary disruptions to transportation services in the area.",0,0,No,No,,conflict oriented,
2024-02-16,,37PEP6300575169,12.439,39.5797,Amhara/Tigray,Raya/Alamata,Alamata,No,,Yes,Armed Clash,Amhara militia & TPLF forces,,Crime,"An armed assault by an unknown armed group was reported on a public bus traveling from the Itang corridor to Gambella between the Akado checkpoint and Nyueyniel junction in in Itang Special Woreda in the Gambella Region. Reportedly, an unspecified number of passengers were injured in the attack. Consequently, vehicular movement has been halted in the area, and the security situation on this route is currently unpredictable.",0,0,No,No,,conflict oriented,
2024-02-02,,37PBN9941462948,11.419,37.1615,Amhara,North Gojjam,Merawi,No,,Yes,Armed Clash,ENDF & FANO,Civilians,Crime,DW Amharic reported that two hand grenade attack reported in Gonder. One was at Abosefer and the second was at Debremitmak mariam church and no damage reported,50,0,No,No,Ethiopian Human Rights,crime oriented,
2024-02-01,,37PEQ5111892516,13.5003,39.4724,Tigray,Central,Mekelle,No,,No,Protest,Tigray combtants,TPLF & Interim Admin,Demonstration,"Wazema radio reported that Looting, killing (two Moncks) and kidnapping reported in Dera Woreda against Salayish st. merry church allegedly by OLA Shene.",0,0,No,No,VOA Amharic,Unknown,
2024-01-31,,37PBN9758062373,11.4137,37.1448,Amhara,North Gojjam,Merwai,No,,Yes,Armed Clash,FANO & ENDF,Military action against FANO,Crime,Wazema radio reported Drone strike (two times) reported in Amhara region on Adet Abola and Mesbo highlands. FANO controls the town a day before. Following this attack civilian also killed.,0,0,No,No,Borkena Media,conflict oriented,
2024-01-23,,37PCK1619095194,8.9993,37.3279,Oromia,West Shewa,Ejaji,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"On January 16 Wazema radio reported In Amhara region western gojjam zone, Yilmana densa woreda Adet town active fighting reported between the government forces and FANO militants. Following this fighting FANO militants control the town and casualties reported.",0,0,No,No,,conflict oriented,
2024-01-23,,36PXQ5334015155,8.2767,34.3923,Gambella,Itang Special,Gambella,No,,Yes,Armed Clash,UAG,Public bus,Crime,"DW Amharic reported that In Awi Zone, Dangila town Gomej Vicinity (5 kilometer from the town) fighting reported between the government forces and FANO militants at former special force training center/Barbash camp. Following this all government and private service centers were closed in Dangila town",0,Unknown,Yes,No,,crime oriented,
2024-01-22,,37PCQ3367701882,12.6768,37.4684,Amhara,Central Gonder,Gonder,Yes,,Yes,Armed Clash,ENDF,Chruch,Explosive/Remote Violence,"DW Amharic reported drone attack reported on January 13, in Amhara region North Shewa zone Alem Ketema on Zed 03 recreation center near to Arbegnoch secondary school. Following the attack unknown number of casualties reported and the school is not returned to service.",0,0,No,No,DW Amharic,crime/conflict oriented,
2024-01-22,,37PDM6691731068,10.2319,38.6979,Oromia,North Shewa,Gundomeskel,No,,Yes,Crime/Killing,OLA,Chruch,Crime,On January 11th 2024 Wazema Radio reported that an Ethiopian Red Cross Society ambulance driver in Tigray was fatally attacked by unknown assailants while transporting medical personnel to an emergency location in the Embasneyti Woreda,0,0,No,No,Wazema Radio,Crime oriented,
2024-01-17,,37PCN3281350514,11.3084,37.4682,Amhara,west Gojjam,Adet,Yes,,Yes,Drone,ENDF,,Explosive/Remote Violence,"On January 10,2024 in central Gonder Chilga woreda eight members of prosperity party (including the woreda peace and security and customs office authorities) have been killed by Fano militants, on their way to Chilga.",Unknown,Unknown,Yes,No,Wazema Radio,crime/conflict oriented,
2024-01-16,,37PCN3520346769,11.2746,37.4902,Amhara,West Gojjam,Adet,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"Wazema Radio reported in the East Borana Zone of the Oromia Region, a severe clash occurred Tuesday between the Ethiopian National Defense Forces and a group identifying as the Oromo Liberation Army (OLA) in the Gumi Eldalo Woreda. The conflict, taking place in an area called ?Boba,? resulted in the reported deaths of four civilians. The main road from Negelle Borana to Moyale was closed until Thursday due to the incident.",0,0,No,No,Wazema Radio,conflict oriented,
2024-01-16,,37PBN6470546791,11.2708,36.8446,Amhara,Awi,Dangila,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"January 02 Arts Tv world in a major operation in Addis Ababa, federal police apprehended over 5,500 suspects. The operation, aimed at cleansing the city of various criminal activities, involved extensive investigations and raids on numerous establishments, resulting in the seizure of significant quantities of drugs and the exposure of illegal activities, including child exploitation and online gambling",0,0,No,No,DW Amharic,conflict oriented,
2024-01-13,,37PDM9985411846,10.0582,38.9987,Amhara,North Shewa,Alem Ketema,Yes,,Yes,Drone,ENDF,,Explosive/Remote Violence,"Surprised attacks reported in Meshenti (near Bahir Dar), Bikolo (Wetet Abay and surroundings Casualties are reported in all areas.",0,Unknown,Yes,No,DW Amharic,crime/conflict oriented,
2024-01-11,,37PDR8834324338,13.7885,38.8922,Tigray,Central,,No,,Yes,Crime/Killing,UAG,Red Cross driver,Crime,"December 30: Saturday morning at 06:00 AM, OLA militant attacked Soge town of Mizhga / Belo Jegonfoy District in Kamashi zone. They looted police vehicle, motor cycles, houses and two banks (Awash & CBE). They able to control police station for a while. They burn 8 vehicles and 18 motorcycles in the town. Three deaths and injuries reported.",1,0,No,No,Wazema Radio,crime oriented,
2024-01-10,,37PBP8964588197,12.5505,37.064,Amhara,Central Gonder,Chilga,No,,Yes,Crime/Killing,FANO,District PP ooficials,Crime,"On December 29th, pilgrims en route from the annual St. Gebrel celebration in Kulubi town to Addis Ababa were attacked by armed militants near Metehara town in the East Shewa Zone of the Oromia Region. The attack resulted in an unknown number of casualties and hostages, whose whereabouts are still unknown.",8,0,No,No,,crime oriented,
2024-01-04,,37NEG4274814516,5.5594,39.386,Oromia,Eastern Borena,,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"On December 29,2023 in the afternoon time security incident reported between Zeyise community and security forces in Arbamich Zuriya woreda. Report indicates that transportation has been disrupted from Arbamich to Konso due to the conflict temporally.",4,0,No,No,Wazema Radio,conflict oriented,
2024-01-02,,37PDK7278496999,9.0193,38.7524,Addis Ababa,Addis Ababa,Addis Ababa,No,,No,Arrest,EFP,Suspecious people,Crime,"On December 29 VOA amharic reported armed militants abducted 28 individuals at the beginning of the week in the Metema Woreda in the West Gondar Zone of the Amhara Region. Metema Woreda residents and the families of the victims announced that the kidnappers have been calling the victims? families, demanding ransom for the release of their family members.",0,0,No,No,Arts TV world,crime oriented,
2023-12-30,,37PCN1294268733,11.4721,37.2852,Amhara,West Gojjam,Bahirdar,No,,Yes,Armed Clash,UAG,Unclear,Crime,"December 27, Asham Tv reported the Ethiopian Human Rights Council has confirmed the deaths of 53 civilians in the Oromia Region between September and December 2023. In its 154th official report, released on November 24th, the council detailed an incident in Sherka Woreda, East Arsi Zone of the Oromia Region, where 17 civilians were killed by armed militants.",0,0,No,No,,crime oriented,
2023-12-30,,36PZR1452351982,9.505,35.8645,Benshangul,Kamashi,Soge,No,,Yes,Armed Clash,OLA militants,"police station, Banks",Crime,"December 26, FDRE Defense Force The Ethiopian Defense Forces have reportedly countered an insurgent group's operation in the Dejen Woreda, East Gojjam Zone. According to them the group was effectively neutralized, and over sixty of its members were ?incapacitated.?",3,3,Yes,No,,crime oriented,
2023-12-29,,37PFK0087783175,8.8933,39.9175,Oromia,East Shewa,Metehara,No,,Yes,Crime/Killing,UAG,Pilgrims,Crime,"Wazema radio reported In the Horo Guduru Wollega Zone, Oromia Region, a drone attack was reported in the Boro Kebele, Kombolcha Woreda. The attack resulted in the death of eight church officials from Boro Gospel Church. The incident occurred on Monday morning. Sources indicated that the attack targeted church officials gathering agricultural produce. Additionally, unspecified individuals suffered physical injuries, and most of the church's property and the collected produce were destroyed in the attack.",0,0,No,No,,Unknown,
2023-12-29,,37NCG2969345660,5.8392,37.4617,Southern Ethiopia,Arbaminch,Zeyise,No,,Yes,Intercommunal Violence,Zeyise clan & GOE Security forces,,Miscellaneous,"Wazema radio reported that Intense conflicts between the Ethiopian National Defense Forces and Fano fighters around Amanuel City in the Machakel Woreda of the East Gojjam Zone of the Amhara Region have been reported. Residents have confirmed casualties among both groups, but the exact toll on civilians remains unknown.",0,0,No,No,,conflict oriented,
2023-12-29,,37PAQ9140833736,12.9537,36.1559,Amhara,West Gonder,Metema,No,,No,Kidnapping,UAG,Civilians/Demanding ransom,Crime,"PLSO reported On December 19th, sources reported an armed conflict between ethnic Afar and ethnic Somali/Issa communities in Hinile Ado Kebele, Garani Woreda, Mahii Zone (Zone 6) of the Afar Region. As of this morning, tensions have escalated and are notably high in Hanruka Gelalo, and Gewani Woredas of Gebi Zone (Zone 3).",0,0,No,No,VOA Amharic,crime oriented,
2023-12-27,,37NEJ6646332094,7.5274,39.6024,Oromia,East Arsi,Sherka,No,,Yes,Crime/Killing,UAG,Civilians,Crime,"On December 17,around 11:00pm at night an individual was shot and killed around Edna mall area, near Flirt lounge .The perpetrator is unknown at this time but the incident was witnessed by taxi drivers and the lounge?s security guards.(as reported by Elias Meseret /Journalist).",17,0,No,No,Asham TV,crime oriented,
2023-12-26,,37PDM0660924031,10.1673,38.1475,Amhara,East Gojam,Dejen,No,,Yes,Armed Clash,ENDF,Insurgent group operation,Crime,"December 14,2023, thirteen people were killed and four injured in an ambush attack on a vehicle in the Amuru Woreda of the Horo Guduru Zone, Oromia Region. The attack, which targeted civilians en route to load cereal crops, is attributed to radical forces, with locals highlighting that the heavily armed groups surpassed regional militia capabilities.",0,0,No,No,ENDF,conflict oriented,
2023-12-25,,37PBL8696986444,9.8229,37.0576,Oromia,Horo Gudru,,No,Drone,Yes,Drone,ENDF,Church officials,Explosive/Remote Violence,"Voice of America reported on December 18,2023, Four people were killed in Kebelle 17, Ababo Woreda, Agnuak Zone, Gambella Region, during an attack by unidentified assailants, as reported by local community members and eyewitnesses",8,Unknown,Yes,No,Wazema Radio,crime/conflict oriented,
2023-12-21,,37PCM1752279838,10.6687,37.3317,Amhara,East Gojjam,,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"On Sunday Dec 10 Drone strikes in Mehal saint ,West Wello have killed unconfirmed number of civilians some reports indicated at least 40 have been killed.",0,0,No,No,Wazema Radio,conflict oriented,
2023-12-19,,37PFL5876774810,9.7202,40.4473,Afar,Mahii(Zone 6),,No,,Yes,Armed Clash,Afar & Issa clans,,Crime,"On December 08, a young medical doctor was shot and killed in Addis Ababa around Addis Hiwot Hospital, there are different reports about how the victim was killed but it is indicated by police that that ?another vehicle driver reported that his side mirror was hit by the vehicle which the deceased was driving and police trying to hit the vehicle tire shot and killed the deceased ?. The other report is the person whose vehicle?s side mirror was broken pulled over his modern car abruptly, peeled off his gun and walked over to the young man and shot him in the head.",0,0,No,No,PLSO,conflict oriented,
2023-12-17,,37PDK7165396001,9.0103,38.7421,Addis Ababa,,Addis Ababa,No,,Yes,Crime/Killing,Unidentified,,Crime,"Asham TV reported that Biluy Abreham Haimanot, Deputy Chairman of the Ethiopian People's Revolutionary Party (EPRP), and other prominent figures, including Gidena Medhin of Tinsae Seba Enderta and Kalayou Mahari, have been detained in Addis Ababa in relation to their involvement in organizing what they describe as a peaceful anti-war demonstration.",1,0,No,No,,crime oriented,
2023-12-14,,37PBM8363704806,9.9887,37.0262,Oromia,Horo Gudru,,No,,Yes,Crime/Killing,UAG,Civilians,Crime,"Unidentified assailants reportedly targeted Christians in the Shirka Woreda, Five people were killed by unidentified armed group, allegedly OLA. It is in the same woreda where at least 36 civilians ,orthodox Christians were killed.",13,4,Yes,No,,crime orienetd,
2023-12-13,,36NXP6932173118,7.8961,34.5359,Gambella,Agnuak Zone,Ababo,No,,Yes,Crime/Killing,UAG,,Crime,"On December 4,2023 Addis Standard reported recent drone strikes and heavy artillery shelling in the Amhara Region have resulted in civilian casualties and infrastructure damage, including the deaths of five individuals in Wegel Tena, one a pharmaceutical practitioner, due to a drone strike targeting an ambulance.",4,0,No,No,VOA,crime oriented,
2023-12-13,,37PDN6416242130,11.2363,38.6717,Amhara,West Wollo,Mahal Saint,Yes,Drone,Yes,Drone,ENDF,Civilians,Explosive/Remote Violence,Addis Standard reported in Kellem Wollega Zone of the Oromia Region resulted in the deaths of 45 people. while nine were killed during a prayer service in the Gidami Woreda amidst escalating tensions between the Oromo Liberation Army (OLA) and the Ethiopian government.,40,0,No,No,,crime/conflict oriented,
2023-12-08,,37PDK7620396352,9.0135,38.7835,Addis Ababa,,Addis Ababa,No,,Yes,Crime/Killing,Unidentified,Medical Doctor,Crime,"November 28th, sources reported explosion possibly from a grenade attack near the gate of Ayelech/Haile School in Bahir Dar City, the regional capital of Amhara. The extent of injuries or casualties remains unconfirmed at this time.",1,0,No,No,,crime oriented,
2023-12-07,,37PDK7241995438,9.0052,38.7491,Addis Ababa,,Addis Ababa,No,,No,Arrest,GOE,Revolutionary party members,Crime,"A grenade attack, was reported around 7:40 pm tonight on November 29th near Amhara Rural Road Authority and Amhara Media Corporation. And also multiple grenade attacks in the 28th and early morning of 29th there gordema,Abay mado, camp sefer kebelle 13 in Shimbit Sub City within Bahir Dar City. The number of casualties and injuries remains unknown at this time.",0,0,No,No,Asham TV,Crime orineted,
2023-12-04,,40NAP8882738715,7.5785,54.1802,Oromia,Arsi,Shirka,No,,Yes,Crime/Killing,UAG,Christan Ortodox,Crime,"Wazema radio reported on november 28A drone strike in the Bibugn Woreda of East Gojjam Zone in the Amhara region, specifically in the town of ""Waber,"" reportedly resulted in over 20 casualties on Monday evening.",5,0,No,No,,Crime oriented,
2023-12-04,,37PEN2320586841,11.6408,39.2129,Amhara,North Wollo,Wogeltena,Yes,Drone,Yes,Drone,ENDF,Civilians,Explosive/Remote Violence,"On November 26 , Ethiopian media service reported In Kore Woreda, South Ethiopia region two individuals were killed by ENDF officers.one was killed at the spot and the other was taken to ENDF military camp in the area and died after three days of alleged torture.",5,0,No,No,Addis Standard,conflict/crime oriented,
2023-12-01,,36PXQ7718893688,8.986,34.6118,Oromia,Kellem Wollega,Gidami,No,,Yes,Armed Clash,OLA & ENDF,,Crime,"November 26,2023 Conflict erupted in the place called Wozeka Arba Minch Zuria. The main road to Konso and Jinka reportedly temporarily closed .The conflict is between Zeyise clan and the government security force .Casualty reported .The area is 28 km away from Arba-minch town . Movement of government forces to the area observed .",45,0,No,No,Addis Standard,conflict oriented,
2023-11-28,,37PCN2223682543,11.5974,37.3696,Amhara,Bahir Dar,Bahir Dar,Yes,,Yes,Crime/Killing,UAG,,Explosive/Remote Violence,"November 23, VOA reported Residents of Wolkite, in Central Ethiopia, reported ongoing identity-based violence. The conflicts, primarily between the Gurage and Kebena ethnic groups, have created a high-security tension in the city.",0,0,No,No,,crime oriented,
2023-11-28,,37PCN2137582730,11.599,37.3617,Amhara,Bahirdar,Bahir Dar,Yes,,Yes,Crime/Killing,UAG,Unclear,Explosive/Remote Violence,"November 16, Wazema Radio reported the historic rock-hewn churches in Lalibela, Amhara Region, suffered damage during a recent clash between the Ethiopian National Defense Forces (ENDF) and the Fano militia. Key structures of the UNESCO-recognized Bete Mariam Church were reportedly damaged.",0,0,No,No,,crime oriented,
2023-11-28,,37PCM6389998807,10.8422,37.7549,Amhara,East Gojjam,Waber,Yes,Drone,Yes,Drone,ENDF,Unclear,Explosive/Remote Violence,"On November 7th, the Addis Standard reported that more than 18 people were killed during recent clashes between the Fano militia and armed residents in the Artuma Fursi Woreda in the Oromo Special Zone of the Amhara Region. More than 30 others were wounded in fighting on Sunday.",0,20,Yes,No,Wazema Radio,crime/conflict oriented,
2023-11-26,,37NCG3911462863,5.995,37.5464,South Ethiopia,Arbaminch,,No,,Yes,Crime/Killing,ENDF,Civilians,Crime,"On November 5th, an inter-tribal conflict emerged in Afdem Town within Afdem Woreda of the Sitti Zone in the Somali Region, following the reported killing of an elder by unknown assailants. The situation rapidly escalated, impacting Dhalaadu Village, located approximately 10 kilometers from Afdem Town, and resulting in casualties. Although relative calm has been reported currently, the situation remains fluid and subject to change.",3,0,No,No,Ethiopian media services,crime oriented,
2023-11-26,,37NCG2619233135,5.7258,37.4305,South Ethiopia,Arbaminch,Wozeka,No,,Yes,Intercommunal Violence,Zeyise clan,,Miscellaneous,"On October 24th, Addis Maleda reported that in the Dera Woreda of the North Shewa Zone in the Oromia Region, residents reported that the OLA killed over 300 people. The armed group reportedly took control of multiple kebeles in the area and demanded large ransoms for the release of kidnapped individuals, with the OLA killing some hostages when they could not pay.",0,0,No,No,,conflict oriented,
2023-11-23,,37PCK6449216308,8.2877,37.7696,Central Ethiopia,Gurage,Wolkite,No,,Yes,Intercommunal Violence,Guraghe & Kebena ethnic,Identity based,Miscellaneous,"sources have reported an armed confrontation between government security forces and members of the Oromo Liberation Army (OLA) in Dukem Sub City in Bishoftu City, located approximately 21 kilometers from Addis Ababa, within of the Oromia Region. Government security forces are reportedly taking measures to address the situation.",0,0,No,No,VOA,conflict oriented,
2023-11-16,,37PEP0473330287,12.0338,39.0435,Amhara,North wollo,Lalibela,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"Ethio News Media reported that In south Gondar zone, Este woreda prosperity party head and the woreda?s deputy head were captured by the Fanos",0,0,No,No,Wazema Radio,conflict oriented,
2023-11-07,,37PEM9977969976,10.5826,39.9121,Amhara,oromo Special Zone,,No,,Yes,Armed Clash,FANO,,Crime,"On october 23, 2023 sources reported a demonstration is taking place in Awash Sebat Town situated within Zone 3 (Gebi Rasu) in the Afar Region. The demonstrators are demanding the release of activists who are currently detained. Consequently, the main road connecting the Eastern parts of the country to the capital, specifically the Ethio-Djibouti road, has been closed at Awash Sebat town.",18,30,Yes,No,Addis Standard,conflict oriented,
2023-11-05,,37PGL1887247105,9.467,40.9936,Somali,Sitti,Afdem,No,,Yes,Intercommunal Violence,UAG,,Miscellaneous,"On October 20th, the Addis Standard reported that alleged OLA gunmen reportedly abducted Chinese nationals working at the East Cement Factory in the Oromia Region. The incident occurred after the armed group infiltrated the factory premises and resulted in intense fighting with government security forces. While the rebel forces eventually retreated, they took several Chinese workers. The exact number of abductees remains unknown.",1,0,No,No,,conflict oriented,
2023-10-26,,37PDM6753330664,10.2283,38.7036,Oromia,North Shewa,Dera,No,,Yes,Crime/Killing,OLA,Ransom,Crime,Ethio news media reported that deputy head of Gonder Zuria woreda peace and security office was killed by unidentified attackers in Maksegnite town.,300,0,No,No,Addis Maleda,crime oriented,
2023-10-23,,37PDK8967171401,8.7879,38.9061,Oromia,East Shewa,Dukem Sub City,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"Different medias report indicated that there was a drone strike in North Shewa, Berehet woreda. At least 10 people were killed and 7 seriously injured. Reports indicated that among the deceased are a mother and her two children who were on the road",0,0,No,No,,conflict oriented,
2023-10-23,,37PCN9763583970,11.6134,38.061,Amhara,South Gonder,Este,No,,No,Kidnapping,FANO,PP district head,Crime,"BBC Amharic reports that following the fighting in Sebatamit area of Bair Dar, ENDF forces took hospital staffs and one medical staff was shot and injured. According to the report damages to civilians which includes killing ,injuries and rape.",0,0,No,No,Ethio News Media,crime oriented,
2023-10-23,,37PFK2828894545,8.9954,40.1671,Afar,Zone 3(Gebi rasu),Awash Sebat,No,,No,Protest,Protesters,Release of activits,Demonstration,"Tikvah Ethiopia reported that clashes between Wolkite City and the Kebena Special Woreda in Central Ethiopia resulted in injuries to innocent people, a burned house, and a federal police officer being shot dead. A curfew was reportedly imposed in the area from 5pm to 7 am.",0,0,No,No,,Unknown,
2023-10-20,,37PDL5242485701,9.8214,38.5661,oromia,North Shewa,Fiche,No,,Yes,Kidnapping,OLA gunman,Chinese nationals,Crime,"VOA reported that in the Horo Guduru Wollega Zone in the Oromia Region, witnesses reported a drone attack in the Kombolcha and Hababo Guduru Woredas, areas known for the presence of the Oromo Liberation Army (OLA) insurgent group. The attack targeted the group, leading to clashes with government forces and the use of heavy weapons.",0,0,No,No,Addis Standard,crime oriented,
2023-10-16,,37PCP4255369492,12.3844,37.5517,Amhara,North Gonder,Maksegnit,No,,Yes,Crime/Killing,UAG,District peace & Security head,Crime,"Today, reports indicate a peaceful demonstration organized by the youth in Berhale Town situated within the Berhale Woreda of Kilbati Rasu Zone (Zone 2) in the Afar Region. Reportedly protestors are demanding justice and equality.",1,0,No,No,Ethio News Media,Crime oriented,
2023-10-16,,37PEL5434832072,9.3363,39.4949,Amhara,North Shewa,,Yes,Drone,Yes,Drone,ENDF,unclear,Explosive/Remote Violence,"Sources reported that regional, zonal and woreda prosperity party officials with regional police escorts attacked at Alemsaga/ near debretabor city killed. Officials were on their way to Debretabor to visit the newly organized government militia in south Gonder. Reportedly 20 of them killed and some injured.",10,7,Yes,No,,conflict oriented,
2023-10-15,,37PCN2560375775,11.5364,37.4008,Amhara,West Gojjam,Bahirdar,No,,Yes,Armed Clash,ENDF,Hospital Staff,Crime,"In the outskirt of Bahir Dar , Tsi Abay heavy fighting between ENDF and Fano militants reported and ENDF soldiers injury and killing reported.",0,1,Yes,No,BBC Amharic,conflict oriented,
2023-10-14,,37PCK6792321567,8.3353,37.8006,Central Ethiopia,Gurage,Wolkite City,No,,Yes,Intercommunal Violence,Wolkite city & Kebena special district,,Miscellaneous,"In South Wollo, Jama, wire illu and kellala Woreda heads and their deputies were taken by Fano militants on their way to kombolcha and ENDF launched heavy fighting to take back prosperity party leaders.",1,0,No,No,Tikvah Ethiopia,Conflict oriented,
2023-10-13,,37PBM8898623676,10.1595,37.074,Oromia,Horo Gudru,,Yes,Drone,Yes,Drone,OLA,ENDF,Explosive/Remote Violence,"Sources reported that in east gojjam Sekela, and different areas of west gojjam fighting between ENDF and Fanos forces was reported.",0,0,No,No,VOA,Crime oriented,
2023-10-10,,37PFR1014632956,13.8643,40.0193,Afar,Kilbati,Berhale,No,,No,Protest,Youth group,Demanding Justice & equality,Demonstration,"On October 3rd, Sheger FM 102.1 reported that looting, killings, and arrests continue to escalate in the Tigray Region. The Union of Civil Society Organizations of the Tigray Region reportedly suggested that the failure of ex-combatants to effectively integrate into society may have contributed to the worsening situation",0,0,No,No,,Unknown,
2023-10-09,,37PCP9190811172,11.8592,38.0076,Amhara,South Gonder,Debretabor,No,,Yes,Armed Clash,UAG,Regional PP officials,Crime,"Today, there are reports of an ongoing public protest taking place in Elwuha town, located in the Mille Worda of Awsi Rasu (Zone 1) in the Afar Region. Consequently, the road linking Awsi Rasu in the Afar Region to Kombolcha town in the Amhara Region is reportedly closed. People participating in the protest are demanding the release of activists allegedly arrested.",20,Unknown,Yes,No,,crime oriented,
2023-10-09,,37PCN4599470606,11.4906,37.588,Amhara,Bahir Dar,Tis Abay,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"October 2a battle between the ENDF and Fano militants in the North Wollo Zone of the Amhara Region, near Lalibela. Residents described heavy fighting with heavy weapons in Belbela Giorgis, 32 kilometers from Lalibela. Shops and service establishments in Lalibela reportedly closed due to the sound of the heavy weapons.",0,0,No,No,,conflict oriented,
2023-10-09,,37PEM1814997667,10.8343,39.166,Amhara,South Wollo,Wore Illu,No,,Yes,Kidnapping,FANO,District Admin officials,Crime,"DW Amharic reported in Maksesigte, south Gondar ,regional police officers were arrested by ENDF forces for cooperating with the Fano forces or failing to stop the Fanos.",0,0,No,No,,conflict oriented,
2023-10-05,,37PDM1373261042,10.5022,38.2116,Amhara,East Gojjam,Sekella,No,,Yes,Armed Clash,ENDF & FANO,,Crime,"Sources reported the Ethiopian National Defense Force (ENDF) announced the successful prevention of a planned terrorist attack by the al Shabab Terrorist group in the Dolo Ado woreda of the the Liben Zone within the Somali Region. According to the report, a joint effort involving ENDF and the Dollo Ado police resulted in the seizure of a significant cache of materials intended for a terrorist attack. Specifically, the security forces intercepted and confiscated six jerrycans containing explosive chemicals, along with a stockpile of 3000 bullets for a Bren machine gun.",0,0,No,No,,conflict oriented,
2023-10-03,,37PEQ5033893660,13.5107,39.4652,Tigray,Mekelle,Mekelle,No,,Yes,Crime/Killing,Tigray Ex -Combatants,,Crime,"In Oromia region, North Shewa zone, Dera woreda 10 civilians were killed and unidentified number injured by OLA armed group. The incident took place on October 1 and 2,2023 and it was an ethnic based attack. Following the conflict killings of civilians, vehicles ,houses and famers properties were set on fire. On the second day of the attack,(October 2) it was reported that the OLA have clashed with the Fanos",0,0,No,No,Sheger FM 102.1,crime oriented,
2023-10-03,,37PFN4959045622,11.2649,40.3704,Afar,Zone 1,Elwuha,No,,No,Protest,Protesters,Demanding release of activists,Demonstration,"DW Amharic reported that Drone attack has been reported in north wello, Kobo area targeting the Fano fighters.",0,0,No,No,,Unknown,
2023-10-02,,37PEP0441130107,12.0321,39.0405,Amhara,North Wollo,Belbela Giorgis,No,,Yes,Armed Clash,ENDF & FANO,,Crime,DW Amharic reported that in Gonder city battle between government forces and Fano militants in Gondar City that started Saturday and continued into Sunday. The fighting took place primarily in the area known as Shewa Dabo in Kebele 18,0,0,No,No,,conflict oriented,
2023-10-02,,37PCP4165173356,12.4193,37.5432,Amhara,South Gonder,Maksegnit,No,,No,Arrest,ENDF,Regional Police,Crime,"On September 24th, the Babile Woreda Security Chief reported that Oromo Special Forces allegedly instigated a conflict in the Babile area, located on the border of the Somali and Oromia Regions in Ethiopia. The dispute initially revolved around a disagreement over khat tax but escalated into an ethnic conflict when Oromia Special Forces attacked a Somali IDP camp, leading to over ten civilian deaths.",0,0,No,No,DW Amharic,crime oriented,
2023-10-02,,38NJK7282662530,4.179,42.0533,Somali,Liben,Dollo Ado,No,,Yes,Cross-border attack,Al-Shebab,,Crime,"On September 22nd, in Lalibela, heavy artillery fire from federal government troops towards local militias.",0,0,No,No,,conflict oriented,
